,no,s,n,marketCap,price,change,revenue,url
1125,1126,sha/688550,"Xi'an Manareco New Materials Co.,Ltd",6632757559.0,38.26,1.65,1457538279.0,quote/sha/688550
1126,1127,sha/688389,"Shenzhen Lifotronic Technology Co., Ltd.",6628674243.0,15.63,-0.06,1148037800.0,quote/sha/688389
1127,1128,sha/600195,"China Animal Husbandry Industry Co., Ltd.",6627252207.0,6.55,0.92,5425739611.0,quote/sha/600195
1128,1129,sha/603275,"Shanghai Zhongchen Electronic Technology Co.,Ltd.",6622810688.0,45.79,-0.97,641710231.0,quote/sha/603275
1129,1130,sha/688668,"Dongguan Dingtong Precision Metal Co., Ltd.",6611854928.0,47.7,-2.47,1031690683.0,quote/sha/688668
1130,1131,sha/603528,DuoLun Technology Corporation Ltd.,6595250835.0,9.25,-2.94,527798843.00000006,quote/sha/603528
1131,1132,sha/600172,"Henan Huanghe Whirlwind Co., Ltd.",6590783055.0,4.6,2.68,1275863815.0,quote/sha/600172
1132,1133,sha/600936,Guangxi Radio and Television Information Network Corporation Limited,6583843382.0,3.68,-11.33,1244630804.0,quote/sha/600936
1133,1134,sha/600698,"Hunan Tyen Machinery Co.,Ltd",6583187736.0,7.07,5.21,427488512.0,quote/sha/600698
1134,1135,sha/603615,"Chahua Modern Housewares Co., Ltd.",6572667600.0,27.51,1.21,581655532.0,quote/sha/603615
1135,1136,sha/603989,"Hunan Aihua Group Co., Ltd",6571892093.0,16.5,0.12,3769248104.0,quote/sha/603989
1136,1137,sha/603310,"Zhejiang Weihua New Material Co., Ltd.",6571820200.0,19.030001,-0.52,1072235394.0,quote/sha/603310
1137,1138,sha/601908,"Beijing Jingyuntong Technology Co., Ltd.",6567719782.0,2.73,-0.73,6456890113.0,quote/sha/601908
1138,1139,sha/688626,"Xiangyu Medical Co.,Ltd",6567164000.0,41.94,-2.24,743531300.0,quote/sha/688626
1139,1140,sha/603200,"Shanghai Emperor of Cleaning Hi-Tech Co., Ltd",6562955852.0,36.8,-1.6,535305577.99999994,quote/sha/603200
1140,1141,sha/603680,"KTK Group Co., Ltd.",6559726080.0,8.35,-0.83,4078783276.0,quote/sha/603680
1141,1142,sha/605222,"Shanghai QiFan Cable Co., Ltd",6556865022.0,15.99,0.13,22804618084.0,quote/sha/605222
1142,1143,sha/603135,"Zhongzhong Science & Technology (Tianjin) Co., Ltd.",6542164098.0,10.42,-2.71,849617387.0,quote/sha/603135
1143,1144,sha/688239,"Guizhou Aviation Technical Development Co., Ltd",6529877775.0,42.9,-3.4,1805389700.0,quote/sha/688239
1144,1145,sha/600744,"DaTang HuaYin Electric Power CO.,LTD",6519908920.0,3.18,1.6,8221393352.999999,quote/sha/600744
1145,1146,sha/688658,"Youcare Pharmaceutical Group Co., Ltd.",6511647500.0,14.75,1.86,3780876000.0,quote/sha/688658
1146,1147,sha/601886,"Jangho Group Co., Ltd.",6503431824.0,5.73,-0.35,22260974507.0,quote/sha/601886
1147,1148,sha/600817,"Yutong Heavy Industries Co.,Ltd.",6493223966.0,12.2,-0.97,3398659023.0,quote/sha/600817
1148,1149,sha/600389,"Nantong Jiangshan Agrochemical & Chemicals Co.,Ltd.",6468363000.0,15.13,-3.26,5776127225.0,quote/sha/600389
1149,1150,sha/600360,"Jilin Sino-Microelectronics Co., Ltd.",6462787396.0,7.07,5.05,2056197165.0,quote/sha/600360
1150,1151,sha/688505,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co.,Ltd.",6461462397.561967,8.0,-0.99,709404966.0,quote/sha/688505
1151,1152,sha/601015,"Shaanxi Heimao Coking Co., Ltd.",6454292539.0,3.15,1.94,16148178154.0,quote/sha/601015
1152,1153,sha/688508,Wuxi Chipown Micro-electronics limited,6441979830.0,51.13,-4.57,964595737.0,quote/sha/688508
1153,1154,sha/603985,"Jiangyin Hengrun Heavy Industries Co., Ltd",6418892524.0,15.0,3.81,1666618011.0,quote/sha/603985
1154,1155,sha/688049,"Actions Technology Co., Ltd.",6416904456.0,44.85,-4.9,651875400.0,quote/sha/688049
1155,1156,sha/600693,"Fujian Dongbai (Group) Co.,Ltd.",6410766833.0,7.65,4.08,1805014372.0,quote/sha/600693
1156,1157,sha/688622,"Guangzhou Hexin Instrument Co.,Ltd.",6409680781.0,89.7,3.32,201898100.0,quote/sha/688622
1157,1158,sha/601116,"Sanjiang Shopping Club Co.,Ltd",6407837280.0,11.99,2.48,3899804855.0,quote/sha/601116
1158,1159,sha/688678,"Freewon China Co.,Ltd.",6402909191.0,26.35,-4.15,1284855000.0,quote/sha/688678
1159,1160,sha/603618,"Hangzhou Cable Co., Ltd.",6402138204.0,8.75,3.92,8222802211.0,quote/sha/603618
1160,1161,sha/600650,"Shanghai Jin Jiang Online Network Service Co., Ltd.",6395212907.0,14.67,-1.01,1773125566.0,quote/sha/600650
1161,1162,sha/603008,"Xilinmen Furniture Co.,Ltd",6386013178.0,17.22,3.55,8585447366.0,quote/sha/603008
1162,1163,sha/605199,"Hainan Huluwa Pharmaceutical Group Co., Ltd.",6381734594.0,16.43,0.74,1820993337.0,quote/sha/605199
1163,1164,sha/605168,"Three's Company Media Group Co., Ltd.",6379958486.0,30.58,-1.07,4482643665.0,quote/sha/605168
1164,1165,sha/600310,"Guangxi Energy Co., Ltd.",6375841641.0,4.7,8.05,4848457397.0,quote/sha/600310
1165,1166,sha/600780,Top Energy Company Ltd.Shanxi,6374554028.0,5.56,-0.71,10655866579.0,quote/sha/600780
1166,1167,sha/600429,"Beijing Sanyuan Foods Co., Ltd.",6368722901.0,4.43,5.48,7108318846.0,quote/sha/600429
1167,1168,sha/600713,NanJing Pharmaceutical Company Limited,6363324554.0,4.89,0.82,53981062940.0,quote/sha/600713
1168,1169,sha/688023,"DBAPPSecurity Co., Ltd.",6331633541.0,63.4,-4.32,2045111302.0,quote/sha/688023
1169,1170,sha/600496,"Changjiang & Jinggong Steel Building (Group) Co., Ltd",6328594101.0,3.19,1.59,16999038598.0,quote/sha/600496
1170,1171,sha/688531,"Wuxi Unicomp Technology Co., Ltd.",6318807134.0,55.74,-3.9,739495900.0,quote/sha/688531
1171,1172,sha/600571,"Sunyard Technology Co.,Ltd",6318613087.0,13.62,-2.37,2005837067.0,quote/sha/600571
1172,1173,sha/603081,"Zhejiang Dafeng Industry Co., Ltd",6311549630.0,15.35,1.05,1399667878.0,quote/sha/603081
1173,1174,sha/603121,"Shanghai Sinotec Co., Ltd.",6310268448.0,18.52,-0.54,1292021830.0,quote/sha/603121
1174,1175,sha/603668,"Fujian Tianma Science and Technology Group Co., Ltd",6304313550.0,12.56,0.08,6196968862.0,quote/sha/603668
1175,1176,sha/603031,"Anhui Anfu Battery Technology Co.,Ltd",6304043200.0,30.13,-2.11,4557350188.0,quote/sha/603031
1176,1177,sha/603291,"Jiangsu United Water Technology Co.,Ltd.",6301754794.0,14.89,0.47,1089947942.0,quote/sha/603291
1177,1178,sha/600084,"CITIC Niya Wine Co., Ltd.",6292870248.0,5.73,1.6,151986413.0,quote/sha/600084
1178,1179,sha/600976,"Jianmin Pharmaceutical Group Co.,Ltd.",6292410572.0,42.43,5.31,3976852470.0,quote/sha/600976
1179,1180,sha/600212,"Gresgying Digital Energy Technology Co.,Ltd",6287801638.0,9.5,-0.73,750807800.0,quote/sha/600212
1180,1181,sha/600491,"Long Yuan Construction Group Co., Ltd.",6287305195.0,4.1,0.74,8655064851.0,quote/sha/600491
1181,1182,sha/603708,"Jiajiayue Group Co., Ltd.",6276459724.0,10.23,1.69,18010507738.0,quote/sha/603708
1182,1183,sha/603070,"Wecome Intelligent Manufacturing Co., Ltd.",6271640000.0,15.97,1.65,2110697410.0,quote/sha/603070
1183,1184,sha/605056,"Xianheng International Science&Technology Co., Ltd.",6270411427.0,14.42,-5.63,3242950144.0,quote/sha/605056
1184,1185,sha/603203,"Quick Intelligent Equipment Co.,Ltd.",6268685114.0,25.07,-1.99,882380861.0,quote/sha/603203
1185,1186,sha/688598,"KBC Corporation, Ltd.",6264333444.0,32.65,9.67,538162259.0,quote/sha/688598
1186,1187,sha/600889,"Nanjing Chemical Fiber Co., Ltd.",6260853311.0,17.11,-3.98,580478605.0,quote/sha/600889
1187,1188,sha/601968,"Shanghai Baosteel Packaging Co., Ltd.",6244093033.0,4.88,-1.41,8104548740.0,quote/sha/601968
1188,1189,sha/603758,Chongqing Qin'an M&E PLC.,6241042253.0,13.27,-9.23,1719436275.0,quote/sha/603758
1189,1190,sha/600990,"Sun Create Electronics Co., Ltd",6233740612.0,21.89,-4.03,1941327505.0,quote/sha/600990
1190,1191,sha/605009,"Hangzhou Haoyue Personal Care Co., Ltd",6221734130.0,42.08,4.39,2723348197.0,quote/sha/605009
1191,1192,sha/688151,"Hubei Huaqiang High-Tech Co., Ltd.",6218225000.0,18.13,-0.28,611403900.0,quote/sha/688151
1192,1193,sha/603738,"TKD Science and Technology Co.,Ltd.",6217071714.0,16.58,-2.41,814828865.0,quote/sha/603738
1193,1194,sha/601133,"Both Engineering Technology Co.,Ltd.",6206020394.0,11.96,-0.5,5284597600.0,quote/sha/601133
1194,1195,sha/688697,"Neway CNC Equipment (Suzhou) Co., Ltd.",6203400633.0,19.06,-5.74,2462138135.0,quote/sha/688697
1195,1196,sha/603131,"Shanghai Hugong Electric Group Co.,Ltd.",6200824695.0,19.61,-1.7,1117026572.0,quote/sha/603131
1196,1197,sha/688219,"Orinko Advanced Plastics Co.,LTD",6197811972.0,14.33,1.63,6088049628.0,quote/sha/688219
1197,1198,sha/688222,HitGen Inc.,6195334563.0,16.21,-1.4,426986900.0,quote/sha/688222
1198,1199,sha/688093,"Suzhou Shihua New Material Technology Co., Ltd.",6192857753.0,23.75,-4.31,794683393.0,quote/sha/688093
1199,1200,sha/688429,"Changzhou Shichuang Energy Co.,Ltd.",6189780448.0,15.94,-1.67,710640700.0,quote/sha/688429
1200,1201,sha/603918,"Shanghai Golden Bridge InfoTech Co.,Ltd",6177379722.0,16.89,-5.48,687696328.0,quote/sha/603918
1201,1202,sha/603223,"Hengtong Logistics Co., Ltd.",6161827745.0,8.8,-0.11,2520391985.0,quote/sha/603223
1202,1203,sha/600897,"Xiamen International Airport Co.,Ltd",6158115180.0,14.72,-0.34,1868285607.0,quote/sha/600897
1203,1204,sha/603931,"Hangzhou Greenda Electronic Materials Co., Ltd.",6146398104.0,30.6,-5.85,687966071.0,quote/sha/603931
1204,1205,sha/688787,Beijing Haitian Ruisheng Science Technology Ltd.,6127898590.0,103.72,-1.86,237094400.0,quote/sha/688787
1205,1206,sha/688365,"Hangzhou Raycloud Technology Co.,Ltd",6105487503.0,14.53,-3.65,482393300.0,quote/sha/688365
1206,1207,sha/600071,Phenix Optical Company Limited,6096074697.0,21.66,-0.6,1691869034.0,quote/sha/600071
1207,1208,sha/603258,"Hangzhou Electronic Soul Network Technology Co., Ltd.",6094631856.0,25.25,-0.75,584394086.0,quote/sha/603258
1208,1209,sha/605018,"Changhua Holding Group Co., Ltd.",6082203490.0,13.1,-6.83,2479947422.0,quote/sha/605018
1209,1210,sha/688319,Chengdu Olymvax Biopharmaceuticals Inc.,6080885328.0,14.61,-1.62,588858464.0,quote/sha/688319
1210,1211,sha/603112,"Shanxi Huaxiang Group Co., Ltd.",6079871068.0,12.81,-2.73,3697593566.0,quote/sha/603112
1211,1212,sha/600279,"Chongqing Port Co.,Ltd.",6076755369.0,5.13,0.98,4307899938.0,quote/sha/600279
1212,1213,sha/603111,"Nanjing Kangni Mechanical & Electrical Co.,Ltd",6076477561.0,6.99,-2.1,3891565733.0,quote/sha/603111
1213,1214,sha/688401,"Shenzhen Newway Photomask Making Co., Ltd",6076382411.0,31.45,-3.91,875548700.0,quote/sha/688401
1214,1215,sha/605016,"Shandong Bailong Chuangyuan Bio-Tech Co., Ltd.",6074024320.0,18.2,-1.03,1151637500.0,quote/sha/605016
1215,1216,sha/603466,"Shanghai Fengyuzhu Culture Technology Co., Ltd.",6072759312.0,10.17,-1.36,1467888219.0,quote/sha/603466
1216,1217,sha/600425,"Xinjiang Qingsong Building Materials and Chemicals(Group)Co,Ltd.",6065780012.0,3.8,1.06,4370662570.0,quote/sha/600425
1217,1218,sha/600073,"Shanghai Bright Meat Group Co., Ltd.",6057732389.0,6.61,2.32,22304306613.0,quote/sha/600073
1218,1219,sha/688339,"Beijing SinoHytec Co., Ltd.",6050636311.0,24.99,3.14,366671400.0,quote/sha/688339
1219,1220,sha/600748,"Shanghai Industrial Development Co.,Ltd",6050166286.0,3.3,1.23,6375208762.0,quote/sha/600748
1220,1221,sha/688418,"Genew Technologies Co.,Ltd.",6048141054.0,31.42,-2.87,950220041.0,quote/sha/688418
1221,1222,sha/688010,"Fujian Forecam Optics Co., Ltd.",6044768202.0,38.55,-3.99,621677100.0,quote/sha/688010
1222,1223,sha/603367,"Cisen Pharmaceutical Co., Ltd.",6044267622.0,13.37,0.07,4254740766.0,quote/sha/603367
1223,1224,sha/688095,"Fujian Foxit Software Development Joint Stock Co., Ltd.",6039581721.0,68.09,-2.23,711371900.0,quote/sha/688095
1224,1225,sha/603050,"Shijiazhuang Kelin Electric Co., Ltd.",6038887371.0,22.23,-1.29,4098785423.999999,quote/sha/603050
1225,1226,sha/688392,"SBT Ultrasonic Technology Co., Ltd.",6038206330.0,53.07,-2.32,583114300.0,quote/sha/688392
1226,1227,sha/688035,"Darbond Technology Co., Ltd",6028039299.0,44.099998,-1.36,1166751900.0,quote/sha/688035
1227,1228,sha/603010,"Zhejiang Wansheng Co., Ltd.",6012984138.0,10.48,-1.78,2810976434.0,quote/sha/603010
1228,1229,sha/600828,"Maoye Commercial Co., Ltd.",6009979435.0,3.55,2.01,2854623325.0,quote/sha/600828
1229,1230,sha/601279,"Changchun Engley Automobile Industry Co.,Ltd.",5994271023.0,3.76,-2.34,4894161546.0,quote/sha/601279
1230,1231,sha/688290,"Hangzhou Jingye Intelligent Technology Co., Ltd.",5982185858.0,64.17,-0.31,275025673.0,quote/sha/688290
1231,1232,sha/688275,"Hubei Wanrun New Energy Technology Co.,Ltd.",5981449769.0,46.96,-3.27,7522861500.0,quote/sha/688275
1232,1233,sha/600814,"Hangzhou Jiebai Group Co., Limited",5976408512.0,8.4,1.33,1798434922.0,quote/sha/600814
1233,1234,sha/603270,"Shandong Golden Empire Precision Machinery Technology Co., Ltd.",5968465609.0,27.24,-6.3,1181614488.0,quote/sha/603270
1234,1235,sha/688556,"Qingdao Gaoce Technology Co., Ltd",5959782165.0,11.07,2.6,4474236759.0,quote/sha/688556
1235,1236,sha/603303,"Hengdian Group Tospo Lighting Co., Ltd.",5957976131.0,12.74,-1.85,4431187196.0,quote/sha/603303
1236,1237,sha/688155,"Shanghai SK Automation Technology Co.,Ltd",5931133073.0,46.93,-2.0,2455783300.0,quote/sha/688155
1237,1238,sha/688707,Guizhou Zhenhua E-chem Inc.,5926823388.0,11.65,-1.44,1961141800.0,quote/sha/688707
1238,1239,sha/688277,"Tinavi Medical Technologies Co.,Ltd.",5922985756.0,13.23,-5.97,168490490.0,quote/sha/688277
1239,1240,sha/688661,"Suzhou UIGreen Micro&Nano Technologies Co.,Ltd",5914278259.0,52.97,1.57,569074800.0,quote/sha/688661
1240,1241,sha/605007,"Wuzhou Special Paper Group Co., Ltd.",5913568444.0,12.42,0.16,7320634962.0,quote/sha/605007
1241,1242,sha/600525,ChangYuan Technology Group Ltd.,5892932823.0,4.52,-1.31,8134315873.0,quote/sha/600525
1242,1243,sha/600846,"Shanghai Tongji Science&Technology Industrial Co.,Ltd",5891501096.0,9.38,0.75,4066588991.0,quote/sha/600846
1243,1244,sha/600868,"Guangdong Meiyanjixiang Hydropower Co.,Ltd.",5885204594.0,3.09,-0.96,330423837.0,quote/sha/600868
1244,1245,sha/688046,"GemPharmatech Co., Ltd.",5882083560.0,14.7,-0.74,686799800.0,quote/sha/688046
1245,1246,sha/605377,"Hangzhou Huawang New Material Technology Co.,Ltd.",5863593490.0,12.65,-0.55,3842958738.0,quote/sha/605377
1246,1247,sha/600966,"Shandong Bohui Paper Industry Co.,Ltd.",5862499626.0,4.76,0.42,18693063058.0,quote/sha/600966
1247,1248,sha/688518,"Shenzhen United Winners Laser Co., Ltd.",5859260697.0,17.18,-4.56,3214119600.0,quote/sha/688518
1248,1249,sha/605577,"Heilongjiang Publishing & Media Co., Ltd.",5848888896.0,13.29,-0.67,1603990303.0,quote/sha/605577
1249,1250,sha/600053,"Kunwu Jiuding Investment Holdings Co., Ltd.",5844129984.0,13.79,1.1,269101500.0,quote/sha/600053
1250,1251,sha/688606,"Hangzhou Alltest Biotech Co., Ltd.",5841646039.0,74.8,-1.84,869792200.0,quote/sha/688606
1251,1252,sha/603018,"China Design Group Co., Ltd.",5836935987.0,8.61,-2.16,4853309009.0,quote/sha/603018
1252,1253,sha/603069,"Hainan Haiqi Transportation Group Co.,Ltd.",5836520000.0,18.67,0.11,875903034.0,quote/sha/603069
1253,1254,sha/603511,"Aimer Co., Ltd.",5834077337.0,14.62,0.34,3228428318.0,quote/sha/603511
1254,1255,sha/603587,"Dazzle Fashion Co., Ltd",5830509395.0,12.35,0.16,2416397606.0,quote/sha/603587
1255,1256,sha/688244,Integrity Technology Group Inc.,5829006114.0,55.29,-3.71,356326300.0,quote/sha/688244
1256,1257,sha/605133,"Jiangsu Rongtai Industry Co., Ltd.",5825812014.0,32.06,-6.8,2338299308.0,quote/sha/605133
1257,1258,sha/603773,"WG TECH (Jiang Xi) Co., Ltd.",5825810278.0,26.36,-2.26,2205100888.0,quote/sha/603773
1258,1259,sha/688298,"Zhejiang Orient Gene Biotech Co., Ltd",5822939586.0,29.99,0.84,826708200.0,quote/sha/688298
1259,1260,sha/603848,"Guangdong Hotata Technology Group Co.,Ltd.",5820364874.0,14.37,0.42,1641233395.0,quote/sha/603848
1260,1261,sha/688590,"Shanghai Newtouch Software Co., Ltd.",5820059409.0,22.44,-2.69,2086819976.0,quote/sha/688590
1261,1262,sha/600770,"Jiangsu Zongyi Co.,LTD",5811000000.0,4.48,-3.45,300438528.0,quote/sha/600770
1262,1263,sha/600278,"Orient International Enterprise, Ltd.",5802063435.0,6.67,0.91,30680661688.0,quote/sha/600278
1263,1264,sha/603711,"XIANGPIAOPIAO Food Co.,Ltd",5796306706.0,14.81,3.78,3584652542.0,quote/sha/603711
1264,1265,sha/600162,"Shenzhen HeungKong Holding Co.,Ltd",5785135476.0,1.78,0.57,4039852315.0,quote/sha/600162
1265,1266,sha/688195,"Optowide Technologies Co., Ltd.",5778064500.0,44.67,-7.92,445507600.0,quote/sha/688195
1266,1267,sha/601515,"Guangdong DFP New Material Group Co., Ltd.",5773213591.0,3.13,0.32,1558864564.0,quote/sha/601515
1267,1268,sha/688258,"Jiangsu Eazytec Co., Ltd.",5773100968.0,47.23,0.64,323020500.0,quote/sha/688258
1268,1269,sha/688601,"Wuxi ETEK Microelectronics Co.,Ltd.",5767977361.0,43.63,-3.15,787493171.0,quote/sha/688601
1269,1270,sha/600826,Dlg Exhibitions & Events Corporation Limited,5764501201.0,8.1,0.75,1390234821.0,quote/sha/600826
1270,1271,sha/605305,"Ficont Industry (Beijing) Co., Ltd.",5761417200.0,27.26,-0.33,1339290353.0,quote/sha/605305
1271,1272,sha/603325,Shanghai Bloom Technology Inc,5759621300.0,86.34,-0.66,1044397702.0,quote/sha/603325
1272,1273,sha/603060,"China Testing & Certification International Group Co.,Ltd.",5756128411.0,7.17,-0.55,2619321936.0,quote/sha/603060
1273,1274,sha/600881,"Jilin Yatai (Group) Co., Ltd.",5743670157.0,1.79,-1.65,6573977336.0,quote/sha/600881
1274,1275,sha/688268,"Guangdong Huate Gas Co., Ltd",5743209668.0,48.4,-1.24,1396137900.0,quote/sha/688268
1275,1276,sha/600981,Jiangsu High Hope International Group Corporation,5740628972.0,2.59,1.18,49453153715.0,quote/sha/600981
1276,1277,sha/603301,"Zhende Medical Co., Ltd.",5733907493.0,21.55,0.09,4043239323.0,quote/sha/603301
1277,1278,sha/600178,"Harbin Dongan Auto Engine Co.,Ltd",5731137717.0,12.02,-3.92,4548568640.0,quote/sha/600178
1278,1279,sha/600400,"Jiangsu Hongdou Industrial Co.,LTD",5730964490.0,2.5,-1.96,2263222930.0,quote/sha/600400
1279,1280,sha/603890,"Suzhou Chunqiu Electronic Technology Co., Ltd.",5722153197.0,13.37,-0.07,3904690790.0,quote/sha/603890
1280,1281,sha/601010,Wenfeng Great World Chain Development Corporation,5722109712.0,3.26,-2.4,1932183384.0,quote/sha/601010
1281,1282,sha/688653,"Kangxi Communication Technologies (Shanghai) Co., Ltd.",5696521600.0,13.86,0.0,525496099.99999994,quote/sha/688653
1282,1283,sha/603035,"Jiangsu Changshu Automotive Trim Group Co., Ltd.",5685262758.0,15.0,-2.22,5259217330.0,quote/sha/603035
1283,1284,sha/603312,"Suzhou West Deane New Power Electric Co.,Ltd.",5655678353.0,35.94,-0.64,1895310519.0,quote/sha/603312
1284,1285,sha/600182,Giti Tire Corporation,5654200000.0,16.51,-0.72,4522517740.0,quote/sha/600182
1285,1286,sha/688212,"Shanghai Aohua Photoelectricity Endoscope Co., Ltd.",5647281010.0,41.85,1.23,748555500.0,quote/sha/688212
1286,1287,sha/688334,"Xi'an High Voltage Apparatus Research Institute Co., Ltd.",5631948700.0,17.41,0.4,798360100.0,quote/sha/688334
1287,1288,sha/601065,"Jiangxi Salt Industry Group Co., Ltd",5624290691.0,8.75,0.34,2688582856.0,quote/sha/601065
1288,1289,sha/603107,"Shanghai Automobile Air-Conditioner Accessories Co., Ltd.",5616627750.0,16.87,0.42,2085300742.0,quote/sha/603107
1289,1290,sha/600187,"Heilongjiang Interchina Water Treatment Co.,Ltd",5615958238.0,3.5,-1.96,181032580.0,quote/sha/600187
1290,1291,sha/600397,"Anyuan Coal Industry Group Co., Ltd.",5613072531.0,5.88,5.0,5814706501.0,quote/sha/600397
1291,1292,sha/600851,"Shanghai Haixin Group Co., Ltd.",5612129609.0,6.31,-0.16,841269099.0,quote/sha/600851
1292,1293,sha/605108,"Tongqinglou Catering Co., Ltd.",5609940282.0,22.5,2.69,2583369361.0,quote/sha/605108
1293,1294,sha/600113,Zhejiang Dongri Limited Company,5608390245.0,13.58,1.65,722522180.0,quote/sha/600113
1294,1295,sha/688609,"Unionman Technology Co.,Ltd.",5606007746.0,11.26,-2.85,2516604200.0,quote/sha/688609
1295,1296,sha/603344,"Cinderson Tech (Suzhou) Co., Ltd.",5592765675.0,27.47,-4.39,2364157137.0,quote/sha/603344
1296,1297,sha/688656,"HOB Biotech Group Corp.,Ltd",5587567007.0,89.5,-0.28,402310438.0,quote/sha/688656
1297,1298,sha/600855,"Beijing Aerospace Changfeng Co.,Ltd",5575658463.0,11.74,-2.17,1180210696.0,quote/sha/600855
1298,1299,sha/600756,"Inspur Software Co., Ltd.",5571257564.0,17.16,-2.94,2232315560.0,quote/sha/600756
1299,1300,sha/603960,"Shanghai Kelai Mechatronics Engineering Co.,Ltd.",5570837730.0,21.23,-3.06,653775636.0,quote/sha/603960
1300,1301,sha/688603,"Guangdong Skychem Technology Co., Ltd.",5568009619.0,70.55,-1.49,380671000.0,quote/sha/688603
1301,1302,sha/603408,Runner (Xiamen) Corp.,5565803567.0,12.7,1.76,5020337196.0,quote/sha/603408
1302,1303,sha/605398,"Shanghai New Centurion Network Information Technology Co., Ltd.",5559415361.0,34.46,-2.49,571394032.0,quote/sha/605398
1303,1304,sha/603499,"Shanghai Sunglow Packaging Technology Co.,Ltd",5552607057.0,25.18,-3.15,787030506.0,quote/sha/603499
1304,1305,sha/688230,"Shanghai Prisemi Electronics Co.,Ltd.",5544840000.0,47.3,0.32,352941700.0,quote/sha/688230
1305,1306,sha/688611,"Hangzhou Kelin Electric Co., Ltd.",5542842760.0,50.39,-6.86,541370287.0,quote/sha/688611
1306,1307,sha/600283,"Qian Jiang Water Resources Development Co.,Ltd",5540949992.0,9.85,-1.01,2308944552.0,quote/sha/600283
1307,1308,sha/605277,"Xinya Electronic Co., Ltd.",5536179306.0,16.98,0.12,3457780840.0,quote/sha/605277
1308,1309,sha/688533,"Suzhou SONAVOX Electronics Co.,Ltd.",5533546225.0,34.44,-0.92,2765628700.0,quote/sha/688533
1309,1310,sha/688620,"Guangzhou Anyka Microelectronics Co., Ltd.",5530079568.0,14.21,-5.01,527091900.0,quote/sha/688620
1310,1311,sha/600251,"Xinjiang Guannong Co.,Ltd.",5524424375.0,7.14,0.42,3776705656.0,quote/sha/600251
1311,1312,sha/688581,"Hangzhou AGS MedTech Co., Ltd.",5515522756.0,68.88,-0.23,636005800.0,quote/sha/688581
1312,1313,sha/605050,"Friend Co.,Ltd.",5509830244.0,11.14,-0.71,11280224100.0,quote/sha/605050
1313,1314,sha/603936,"Bomin Electronics Co., Ltd.",5507199797.0,8.88,-1.55,2970484672.0,quote/sha/603936
1314,1315,sha/601388,Yechiu Metal Recycling (China) Ltd.,5503056540.0,2.53,0.8,6701219066.0,quote/sha/601388
1315,1316,sha/601011,"Baotailong New Materials Co., Ltd.",5497957227.0,2.81,-0.35,2287883134.0,quote/sha/601011
1316,1317,sha/600624,"Shanghai Fudan Forward S&T Co., Ltd",5495916761.0,7.94,-2.93,638984159.0,quote/sha/600624
1317,1318,sha/603912,"Nanjing Canatal Data-Centre Environmental Tech Co., Ltd",5493895065.0,10.03,-6.09,705059295.0,quote/sha/603912
1318,1319,sha/600551,"Time Publishing and Media Co., Ltd.",5492247436.0,8.13,-0.12,8701586989.0,quote/sha/600551
1319,1320,sha/600108,"Gansu Yasheng Industrial (Group) Co., Ltd.",5490300641.0,2.85,1.06,3993712124.0,quote/sha/600108
1320,1321,sha/605300,"Jiahe Foods Industry Co., Ltd.",5488579532.0,14.27,0.92,2435217401.0,quote/sha/605300
1321,1322,sha/600433,"Guangdong Guanhao High-Tech Co., Ltd.",5477396152.0,3.24,-1.22,7588410655.0,quote/sha/600433
1322,1323,sha/600569,"Anyang Iron and Steel Co.,Ltd.",5457600633.0,1.9,0.53,33802894001.0,quote/sha/600569
1323,1324,sha/605128,"Shanghai Yanpu Metal Products Co.,Ltd",5454348007.0,42.06,-2.75,1997500350.0,quote/sha/605128
1324,1325,sha/688196,"Longyan Zhuoyue New Energy Co., Ltd.",5454000000.0,42.53,1.53,3610790700.0,quote/sha/688196
1325,1326,sha/603211,"Jintuo Technology Co., Ltd.",5447032320.0,19.1,0.47,1103308879.0,quote/sha/603211
1326,1327,sha/603626,"Kunshan Kersen Science & Technology Co.,Ltd.",5436692483.0,9.7,-3.19,3306107836.0,quote/sha/603626
1327,1328,sha/600336,"AUCMA Co.,Ltd.",5426500429.0,6.82,-1.59,8473682618.000001,quote/sha/600336
1328,1329,sha/600982,"Ningbo Energy Group Co.,Ltd.",5409317027.0,4.82,9.55,3635235922.0,quote/sha/600982
1329,1330,sha/600510,"Black Peony (Group) Co., Ltd.",5404033077.0,5.31,-0.56,3211283302.0,quote/sha/600510
1330,1331,sha/600101,"Sichuan Mingxing Electric Power Co., Ltd.",5401923964.0,9.9,6.22,2842126400.0,quote/sha/600101
1331,1332,sha/600880,"Chengdu B-ray Media Co.,Ltd.",5401060534.0,4.98,-1.78,487484279.0,quote/sha/600880
1332,1333,sha/688588,"Linkage Software Co., LTD",5393838341.0,13.65,-1.3,1114254400.0,quote/sha/688588
1333,1334,sha/600367,"Guizhou RedStar Developing Co.,Ltd.",5389868252.0,15.33,-2.11,2240728903.0,quote/sha/600367
1334,1335,sha/600679,"Shanghai Phoenix Enterprise (Group) Co., Ltd.",5388835965.0,14.13,-0.91,2290084061.0,quote/sha/600679
1335,1336,sha/688539,"NanJing GOVA Technology Co., Ltd.",5370367798.0,28.96,-3.31,355291900.0,quote/sha/688539
